x,y,z
-7.541735,2.956839,-19.397821
7.086837,-7.1514807,-14.690822
14.015656,-67.121445,-58.49753
-27.346571,56.469643,-78.42926
-78.268845,78.426865,-47.23281
33.952175,10.3214035,-32.19004
0.1364695,-50.091488,-43.287167
-2.9855695,-17.609354,5.8801594
-1.6256629,8.228871,6.325481
3.0885203,10.189722,7.40766
2.7150247,8.92319,8.183381
2.516306,4.2281604,7.9511437
4.63278,4.201824,8.707711
2.7389667,5.073313,10.374076
1.4389153,5.5401826,10.745177
0.36870706,2.566584,12.215217
-1.4532804,-1.2785037,13.184869
-1.7549498,-2.56419,12.629414
0.06464344,-1.6496049,12.325351
1.3144168,0.050278235,11.178528
2.2002714,2.0757728,11.484985
3.2273839,2.944868,11.705252
3.4021606,2.135628,10.409989
3.6487634,-0.06464344,9.445126
4.1802764,-0.02633622,8.6334915
3.0358477,0.90740246,8.274361
1.352724,0.32561144,8.212111
-0.21068975,-1.8794483,9.504981
-0.37588966,-1.3599066,9.32781
-0.39504328,-0.7110779,9.057265
-0.10295067,-1.1085154,8.74123
0.12689269,-1.5179238,9.179369
0.9624691,-3.1842883,7.855376
1.0606314,-3.2944214,7.675811
1.6639702,-2.6527755,8.892065
2.8179753,-1.7405846,9.701305
2.0231004,-1.2497733,9.232041
2.054225,-0.93373865,9.267955
2.552219,-0.15801731,9.165004
2.4827871,-0.2657564,9.287108
1.7884687,-0.59376204,8.944737
1.3383588,-0.50757074,9.385271
1.922544,-0.36870706,9.325416
1.6017209,0.11971009,9.555259
1.1731589,0.91697925,9.653421
1.3192052,1.283292,9.483433
1.8579005,0.8499416,8.935161
1.2952632,0.79248077,8.5473
0.29448682,2.2290018,8.525752
-0.14844051,1.7262194,8.899248
-1.6687586,-0.12449849,9.516952
-2.4708161,-0.35673606,10.824186
-3.4572272,0.6967127,13.488933
-5.521029,1.0606314,15.291766
-5.12838,-2.719813,9.730036
-4.5394063,-4.2042184,8.659827
-4.1132383,-5.142745,9.107543
-1.934515,-3.8139634,9.306262
-0.33997664,-2.030283,9.337387
1.2785037,-1.8100165,8.983045
3.25372,-2.042254,8.899248
4.608838,-0.51475334,8.834604
5.2504845,0.08140286,8.173804
5.913678,-1.2952632,7.843405
6.4284315,-1.5514427,8.456321
6.519411,-0.6512229,9.234436
7.201759,0.5386954,9.109938
8.566454,1.2976574,7.491457
9.153033,0.44771573,7.1107793
8.236053,-0.93373865,8.604761
6.967127,-0.29448682,9.136273
6.1123967,1.1204864,8.868123
3.2609026,-0.4189853,8.152257
0.31364042,-3.2249897,8.3629465
-4.819528,-4.8602295,11.11149
-6.813898,-4.2425256,8.722076
-5.875371,-3.5194764,8.559271
-7.560889,-3.0023289,10.129868
-8.836999,-2.9951463,9.639056
-6.26802,-4.429273,4.144363
0.23942018,-13.67568,-3.6583402
-9.131485,-35.496433,-11.15698
-12.794614,-22.424093,-6.993463
-12.241553,-15.195998,-7.21373
-11.168951,-15.093047,-9.746795
-10.103531,-10.656591,-7.654263
-7.9583263,-2.231396,-7.386112
-5.899313,6.217742,-8.580819
-3.0885203,13.103466,-5.777209
-0.19393034,31.227573,-9.998186
9.988609,48.530468,-14.664485
23.04898,56.02432,-9.385271
-33.894714,49.102684,11.5616
9.351752,2.707842,5.4420204
1.3431472,21.971588,18.274942
5.3079453,32.015266,17.252617
2.348712,48.535255,-6.907272
-27.377697,31.862036,-78.1228
15.636531,-47.335762,-67.17651
2.5929205,4.853047,-25.04335
1.8555063,-24.29157,-19.548656
7.374141,-7.252037,-18.301277
2.741361,-5.0397944,-10.25676
-2.8419175,-9.698911,-2.4779987
-1.9273324,-6.069301,-2.765303
-1.7645266,2.7030537,-9.406818
2.3104045,38.39821,-34.792538
44.872128,37.916973,-4.687847
-64.511765,26.175808,5.171476
2.7030537,16.25184,7.955932
-4.6591167,19.323603,25.172636
-0.079008654,12.318168,-5.185841
1.400608,46.143448,-78.16589
-0.82360536,-60.499084,-34.63452
4.51307,-19.182344,-17.187975
2.554613,-4.450821,-0.009576807
6.7085533,-2.1930888,11.262324
8.995016,-11.5951185,4.0916905
8.863335,-6.244078,4.156334
5.932832,0.7661445,4.5274353
4.7165775,1.400608,0.24899697
4.8985367,-7.079654,2.4540567
1.8794483,-11.839328,7.7428484
-0.30166942,-6.277597,12.275072
-0.11971009,-3.9145198,10.81461
-0.521936,-8.056489,7.2424603
-0.9576807,-7.9990277,6.181829
0.6727707,-3.074155,7.086837
0.22026655,-2.6503813,5.1379566
-0.90261406,-1.3215994,6.7731967
-0.6631939,2.1404164,10.508151
-0.7374141,3.7421372,11.609484
-0.5770026,2.4372973,10.70687
0.4141969,0.7661445,9.749189
-1.2042835,2.693477,10.354922
-2.5019407,1.9369092,10.228029
-1.8387469,0.521936,11.216835
-1.5849615,1.8076223,11.386824
-0.9648633,2.918532,11.109096
-0.7469909,2.8299465,10.216059
0.23223756,2.4277205,9.655815
0.12928689,2.3870192,9.842564
-0.1364695,2.7820623,9.76116
0.2896984,3.7110126,9.155427
0.320823,3.4476504,8.59279
0.19153613,3.478775,8.492233
0.33279404,4.2161894,8.238448
-0.011971008,4.7165775,8.118738
-0.557849,5.3318872,8.827422
-0.49799395,5.9519854,8.9519205
-0.21787235,5.6527104,8.497022
-0.21787235,5.6527104,8.497022
-0.46686932,4.6662993,7.6829934
-0.59136784,3.3423057,7.615956
-0.56982,3.3854012,8.133103
-0.46686932,3.2130187,7.3047094
-0.0023942017,1.9536686,6.873753
0.7733272,2.0709844,7.180211
0.81163436,2.5617957,6.969521
0.6967127,2.3822308,7.455544
0.8499416,3.4644098,8.645462
0.6991069,5.023035,9.325416
1.1875241,6.14831,9.619903
1.7310078,7.252037,10.1226845
0.7350199,6.5385647,9.775525
0.4189853,6.05733,9.746795
-0.090979666,7.086837,9.473856
0.15322891,7.079654,9.672575
-0.31603462,6.5960255,9.785102
-0.7589619,5.805939,9.483433
-0.8331822,3.9576154,9.227253
-0.45489833,4.268862,8.736442
-0.7422025,4.146757,8.037335
-0.61052144,3.6774938,7.503428
-0.34715924,3.1723173,7.067683
0.2705448,2.992752,6.2608376
0.51954174,2.5689783,5.997475
0.40462008,2.6862943,7.043741
0.093373865,3.205836,7.539341
-0.11731588,2.791639,7.855376
-0.62249243,2.6120741,8.128315
-0.6943185,2.8323407,8.717288
-0.7589619,2.837129,9.227253
-0.62009823,3.0454245,10.012551
-0.29927522,3.028665,10.3932295
0.25139117,3.679888,10.46745
-0.08140286,2.9903579,9.775525
0.11252748,4.6375685,9.885659
-0.12449849,7.16824,10.548853
0.01436521,7.9702973,10.94629
0.33518824,7.0485296,10.163386
0.3878607,5.8107276,9.232041
-0.6584055,7.0724716,8.626308
-0.94092125,6.3925185,7.8865004
-1.5275006,4.7309427,7.6470804
-0.94092125,2.9712043,7.228095
-0.5722142,2.3295584,6.6367273
-0.12928689,1.8219875,6.505046
0.32321724,1.0319009,6.8426285
0.4405331,1.6879122,7.702147
0.20829555,2.4372973,8.3150625
0.11492168,2.3199813,8.796297
0.110133275,2.4109612,9.490616
-0.06464344,3.7349546,9.907207
-0.02873042,4.2760444,9.880871
-0.08619126,3.7062242,9.892841
-0.34237084,3.1411927,9.730036
-0.4357447,2.980781,9.7084875
-0.15801731,3.2872388,9.962274
0.062249243,3.809175,10.196905
-0.18914193,3.7349546,10.149021
-0.30166942,3.1555579,9.753978
-0.2633622,2.456451,9.344569
-0.17956513,2.8778305,9.526528
-0.37110126,3.371036,9.296685
-0.32800564,3.5673606,9.13388
-0.23223756,2.633622,8.832211
-0.19393034,2.6360161,9.672575
-0.40940848,2.9855695,10.25676
-0.24660277,3.6583402,10.316615
0.08140286,3.5003228,10.043676
-0.04309563,0.047884032,9.394848
-0.009576807,-1.541866,8.267179
0.33039984,-0.6368576,8.336611
0.23223756,2.0326772,9.198523
0.38067806,3.2824504,9.976639
0.16280572,2.7246015,9.485827
0.047884032,1.982399,9.112331
-0.20111294,1.8363527,9.033323
-0.4333505,1.9153614,9.018958
-0.48362875,2.1452048,8.963891
-0.5554548,2.0135236,9.059659
-0.6679823,1.6903064,9.449914
-0.8475474,1.6256629,9.560047
-0.89303726,1.8602947,9.581595
-1.0821792,1.946486,9.904813
-1.5610195,2.2098482,10.443508
-2.585738,1.2330139,12.138602
-4.4436383,-0.36152446,13.764266
-6.167464,-0.58418524,16.668432
-7.086837,1.0869676,15.251065
-7.086837,1.0869676,15.251065
-6.7708025,1.3431472,10.737994
-5.2744265,2.0805612,5.9878983
-2.992752,3.9456444,1.0127473
2.0853498,0.82599956,-2.303222
8.571242,-4.405331,-4.2042184
12.308591,-6.6726403,-4.6950297
9.188946,-8.968679,-4.5298295
7.941567,-12.854469,-4.4484267
6.55293,-9.753978,-3.5218706
6.196194,-7.4363904,-3.6391866
6.105214,-8.590396,-4.3382936
5.0996494,-8.056489,-3.4141316
4.771644,-7.541735,-3.0693667
4.6806645,-8.183381,-4.158728
4.6351743,-8.980651,-4.1946416
4.237737,-9.548077,-5.707777
4.5992613,-9.574412,-5.849035
5.2744265,-9.198523,-5.7963624
5.559336,-9.78989,-4.3167458
5.770026,-9.643845,-2.7150247
5.592855,-8.6095495,-1.3144168
6.0621185,-7.192182,-0.85473
7.144298,-6.339846,-0.1364695
7.3525934,-5.829881,0.8499416
7.3047094,-6.1100025,1.163582
7.0844426,-5.530606,2.0398598
7.762002,-4.620809,1.673547
7.9870567,-3.7924154,1.6041151
7.1634517,-4.3358994,1.9560628
6.5744777,-4.3861775,2.3415294
7.2065473,-1.0151415,2.9616275
7.429208,2.56419,4.285621
7.065289,3.3973722,4.675876
7.240066,3.1627405,4.2544966
8.394072,4.6160207,4.175488
8.930372,5.1786585,4.3047748
9.006987,4.333505,4.158728
9.3421755,3.4380736,3.881001
9.466674,2.111686,4.086902
9.586384,-0.19153613,3.526659
9.76116,-2.0350714,2.099715
9.9790325,-2.1906946,1.1324574
10.398018,-1.7812861,0.38067806
10.486604,-2.3678656,-0.36152446
10.455479,-2.3798366,-0.866701
10.424355,-1.0007763,-0.79487497
10.029311,0.6392518,-0.37588966
9.548077,1.103727,0.80445176
9.148245,1.7022774,1.532289
9.090784,2.4971523,1.4676456
8.949526,2.920926,1.340753
8.571242,2.6886885,1.6112977
8.6334915,3.0142999,1.721431
8.798691,3.3159695,1.5921441
8.817844,2.8682537,2.0326772
8.559271,2.2002714,1.4915876
9.076419,2.099715,0.7541735
9.672575,2.042254,0.023942016
