x,y,z
-0.21547815,-1.1923125,10.247183
0.78529817,-1.352724,8.963891
-0.0047884034,-0.29448682,10.029311
0.32561144,-1.0989386,9.471462
0.19871874,-0.24899697,9.591172
0.055066638,0.3184288,9.935937
-0.007182605,-0.24660277,9.588778
0.4309563,-1.7142484,9.411607
0.3854665,-1.0654198,9.363723
0.7182605,-1.3814543,9.607931
-0.15801731,-2.6671407,10.113108
0.16519992,-2.2984335,9.165004
1.6208745,-1.4796166,7.9702973
0.9888053,-1.5873557,8.767567
0.25617957,-0.20350714,9.89763
-0.16280572,2.7605145,9.078813
-0.045489833,5.7867856,11.892
-1.1611878,0.49559975,10.481815
-0.36631286,1.1109096,10.323798
-0.23942018,-0.4285621,9.560047
0.14604631,-3.3973722,9.983821
-0.2801216,-1.8842367,10.675745
0.7398083,-0.4405331,7.5225816
1.9249382,-1.9871874,6.6893997
2.327164,-0.062249243,11.956643
-1.5849615,-0.19393034,12.607866
0.6823475,0.59615624,9.308656
0.5746084,-3.3877954,7.836222
-0.4237737,-1.9680338,9.258378
-0.18674773,0.866701,9.646238
0.32561144,0.89303726,8.932767
-0.04309563,-0.5267244,9.92636
-0.19871874,-0.30406362,10.0748005
0.11252748,-1.2330139,9.89763
0.5267244,-1.685518,9.483433
0.29209262,-1.4580688,9.308656
0.24420857,-1.7381904,9.485827
0.47405192,-2.0231004,9.155427
0.35434186,-1.352724,9.818622
0.047884032,-1.5849615,9.768343
0.33997664,-1.2258313,9.203311
0.272939,-0.4189853,9.947908
-0.021547815,-0.5291186,9.56723
0.45729253,-0.6871359,9.557653
0.25139117,-0.16998832,9.78989
0.4213795,-0.06943185,9.873688
0.5243302,-0.24660277,9.387665
0.5554548,-1.0654198,9.519346
0.320823,0.21547815,9.849746
0.29688102,0.46926352,9.536105
0.2801216,-1.2258313,9.540894
-0.2657564,-1.3215994,9.320627
1.0773908,-0.82599956,9.765948
0.2873042,-0.8643068,9.320627
0.59136784,-0.12449849,9.715671
0.39025488,0.1388637,9.696517
0.2896984,-0.6536171,9.526528
0.48841715,-0.7015011,9.742006
0.29209262,-0.6943185,9.677363
0.4165911,-0.80924016,9.677363
0.31364042,-0.80205756,9.533711
0.40222588,-0.79008657,9.536105
0.37349546,-0.6368576,9.64145
0.37349546,-0.60812724,9.428367
0.62728083,-0.59855044,9.234436
0.45489833,-0.50038815,9.548077
0.4141969,-0.6560113,10.007763
0.40222588,-0.44771573,9.488221
0.56982,-0.15562311,9.021352
0.16519992,-0.51954174,9.818622
0.2873042,-0.8451532,9.677363
0.20829555,-0.51235914,10.309433
0.12210429,-0.6775591,9.0237465
0.79008657,-0.49559975,9.507375
-0.11971009,-0.7015011,9.763555
0.47644615,-1.2497733,9.555259
0.24660277,-0.7445967,9.65821
0.36870706,-0.7541735,9.464279
0.5722142,-0.6895301,9.385271
0.33997664,-0.5243302,9.655815
0.34237084,-0.58418524,9.545682
0.24899697,-0.533907,9.691729
0.30166942,-0.62488663,9.437943
0.38067806,-0.545878,9.622296
0.14844051,-0.6919243,9.598354
0.22505496,-0.6823475,9.653421
0.33518824,-0.92895025,9.387665
0.06943185,-1.0007763,9.476251
0.2777274,-0.91697925,9.5385
0.39264908,-0.8619126,9.639056
0.32321724,-0.9792285,9.449914
0.4333505,-0.8834604,9.555259
0.2657564,-0.62009823,9.639056
0.34715924,-0.6584055,9.648633
0.2753332,-0.49559975,9.351752
0.39264908,-0.59376204,9.739613
0.17956513,-0.9696517,9.739613
0.18914193,-0.8858546,9.634268
0.33518824,-0.48602295,9.442732
0.20590134,-0.6799533,9.710882
0.22984336,-0.7541735,9.564836
0.45250413,-0.37110126,9.490616
0.18435353,-0.6799533,9.442732
0.4357447,-0.7493851,10.000581
0.3184288,-0.7733272,9.662998
0.33518824,-0.842759,9.43076
0.29927522,-0.7062895,9.809045
0.25378537,-0.80205756,9.193734
0.2705448,-0.7565677,9.241618
0.2657564,-0.5554548,9.634268
0.35913026,-0.51235914,9.737218
0.40222588,-0.7374141,9.545682
0.33279404,-0.8762778,9.464279
0.3854665,-1.0127473,9.543288
0.44771573,-0.7038953,9.44752
0.6512229,-0.2873042,9.52174
0.5530606,-0.2777274,9.579201
0.7110779,-0.7757214,9.325416
0.33039984,-1.0821792,9.730036
0.30166942,-0.7110779,9.730036
0.25139117,-0.4213795,9.749189
0.11252748,-0.8738836,9.476251
0.4405331,-0.7350199,9.787497
0.088585466,0.021547815,9.983821
0.14604631,-0.9696517,9.952697
0.5291186,-1.4149733,9.32781
0.6703765,-0.51475334,9.217676
0.56982,-0.30645782,9.548077
0.46447513,-0.59376204,9.512163
0.5722142,-1.1587936,9.473856
0.16998832,-1.0079589,9.883265
0.10055647,-0.6799533,9.830592
0.36870706,-0.7302315,9.258378
0.45968673,-0.50996494,9.543288
0.29209262,-0.30645782,9.591172
0.37828386,-1.0414777,9.648633
0.39504328,-1.0151415,9.722853
0.4261679,-0.2873042,9.519346
0.4405331,-0.6368576,9.385271
0.39504328,-0.521936,9.715671
0.49799395,-0.39025488,9.507375
0.6464345,-0.39983168,9.605537
0.08140286,-0.92416185,9.7803135
0.33279404,-1.1013328,9.844957
0.12449849,-0.6991069,9.627085
0.18435353,-1.6687586,9.844957
0.3878607,-0.36152446,9.794679
0.60094464,-0.50517654,9.536105
0.60573304,-0.93373865,9.378088
0.320823,0.11971009,9.742006
-0.11252748,-0.89543146,9.241618
-0.11252748,-0.89543146,9.241618
0.48602295,-1.388637,9.002198
0.1412579,-0.90021986,9.758766
0.5554548,-0.842759,9.931149
0.5722142,-0.58897364,10.5680065
0.46447513,0.076614454,9.560047
0.3854665,0.6512229,7.8793178
-0.07182605,0.47884035,10.714052
-1.1827357,-2.3750482,10.790668
1.5059528,-2.0805612,8.298303
0.9888053,-2.3080103,8.872911
-0.89064306,1.1300632,10.383653
0.25617957,1.5945383,12.248735
0.82121116,0.49081135,8.0924015
0.5770026,-1.7669208,6.811504
0.16759412,1.1875241,10.824186
-0.12689269,0.4357447,10.484209
-0.17956513,-0.36391866,10.692505
0.1388637,-0.79008657,9.552865
0.055066638,-3.1914709,9.23683
-0.24181437,-2.4109612,9.876082
0.51235914,-1.0989386,10.117896
0.33279404,-0.088585466,9.076419
0.6991069,-0.12449849,8.173804
-0.031124622,0.33518824,8.406042
0.1436521,-0.35434186,9.289502
0.90021986,0.50996494,10.5704
-0.5363012,-1.8483237,10.350134
-0.1412579,-2.0087352,10.520123
-1.4915876,-2.3391352,8.463503
2.932897,2.4061728,9.698911
0.24420857,0.5650316,10.3932295
0.5315128,-0.78050977,10.0269165
0.51235914,-0.32561144,9.334992
0.1316811,-0.9600749,9.605537
0.25617957,-0.82360536,9.284714
0.5722142,-0.11252748,9.471462
0.38307226,-0.62488663,9.904813
0.5650316,0.5291186,8.949526
0.17956513,0.36152446,9.306262
0.5770026,0.32561144,9.062054
0.5506664,0.19871874,9.459491
0.7589619,0.05746084,9.153033
0.5243302,0.5386954,10.716447
-0.7565677,-0.878672,10.539276
0.6584055,-0.7374141,9.703699
0.6775591,-0.07182605,8.829816
-0.21547815,0.23463176,9.639056
0.30406362,-0.8738836,9.528923
-0.08379706,-1.1204864,9.411607
0.02633622,-1.1971009,8.92319
0.14844051,-0.7781156,9.799467
0.17477672,-0.49559975,9.375694
0.36391866,-0.260968,9.564836
0.08140286,-0.17238252,9.883265
0.22266077,-0.22266077,10.072407
0.2681506,-0.37110126,9.425972
0.31124622,-0.7661445,9.61272
0.2825158,-0.9935937,9.844957
0.30166942,-1.3120226,9.126697
0.6775591,-1.5801731,9.85214
0.2753332,-1.2186487,9.665392
0.5650316,-1.2330139,9.476251
0.58897364,-1.1659763,9.141062
0.35673606,-0.7015011,9.665392
0.079008654,-0.5722142,10.0508585
0.08140286,-0.9792285,9.988609
0.050278235,-1.1324574,9.404425
0.1604115,-0.6943185,9.387665
0.055066638,-1.2952632,9.701305
0.31364042,-1.1324574,9.351752
0.4189853,-1.6879122,9.296685
0.33518824,-1.6424223,9.660604
0.34476504,-0.7661445,9.61272
0.2896984,-0.7445967,9.622296
0.35673606,-0.5291186,9.555259
0.25139117,-0.62009823,9.679757
0.22026655,-0.7350199,9.662998
0.320823,-0.60333884,9.555259
0.33518824,-0.9864111,9.320627
0.61530983,-0.90740246,9.260772
0.16519992,-1.1683705,9.737218
0.2657564,-0.94810385,9.543288
