x,y,z
0.18914193,0.40462008,9.809045
0.23223756,0.035913024,9.672575
0.22984336,-0.19632454,9.753978
0.21068975,-0.22984336,9.701305
0.22744916,-0.18195933,9.610326
0.30885202,-0.18195933,9.555259
0.30885202,-0.7661445,9.495404
0.31364042,-0.6943185,9.67018
0.29927522,-0.4429273,9.631873
0.30885202,-0.51475334,9.552865
0.31124622,-0.37110126,9.586384
0.24420857,-0.31603462,9.627085
0.34715924,-0.1388637,9.555259
0.2777274,-0.38067806,9.76116
0.19393034,-0.09816227,9.689334
0.31364042,-0.20590134,9.557653
0.41180268,-0.38307226,9.667787
0.30406362,-0.272939,9.595961
0.21308395,-0.35913026,9.667787
0.19393034,-0.48362875,9.615114
0.29209262,-0.21547815,9.485827
0.4357447,0.007182605,9.579201
0.4165911,0.19871874,9.634268
0.37828386,0.08140286,9.634268
0.545878,0.3854665,9.514558
0.37588966,0.37828386,9.572019
0.5506664,0.14844051,9.56723
0.3854665,0.36391866,9.600749
0.2896984,0.46447513,9.572019
0.32800564,0.48602295,9.560047
0.38067806,0.33997664,9.6845455
0.4333505,0.17956513,9.581595
0.4381389,0.18914193,9.543288
0.32561144,0.23223756,9.682152
0.45968673,0.2681506,9.440337
0.4429273,0.31603462,9.653421
0.37588966,0.22744916,9.6845455
0.37828386,0.25617957,9.770737
0.4381389,0.21787235,9.572019
0.49799395,0.35434186,9.552865
0.22984336,0.16759412,9.734824
0.4213795,0.095768064,9.622296
0.37828386,0.49081135,9.504981
0.29927522,-0.5434838,9.457097
0.4429273,-0.7781156,9.540894
0.36152446,-0.17238252,9.617508
0.41180268,0.0,9.615114
0.39025488,0.14844051,9.572019
0.30406362,0.3854665,9.639056
0.37828386,0.40701428,9.627085
0.22026655,0.4333505,9.706094
0.25857377,0.21308395,9.64145
0.31364042,-0.062249243,9.593566
0.4237737,-0.07182605,9.509769
0.37349546,-0.031124622,9.67018
0.21068975,-0.093373865,9.624691
0.37349546,0.076614454,9.629479
0.260968,0.45968673,9.595961
0.2657564,0.23223756,9.773131
0.35673606,-0.31364042,9.323022
0.23942018,0.23942018,9.890448
0.17956513,0.46447513,9.701305
0.35194764,0.062249243,9.555259
0.25139117,-0.038307227,9.49301
0.40701428,0.15083471,9.56723
0.35913026,0.36152446,9.607931
0.38307226,-0.011971008,9.591172
0.31603462,-0.2681506,9.576807
0.44532153,-0.21068975,9.52174
0.24899697,-0.09816227,9.691729
0.272939,-0.035913024,9.536105
0.29209262,0.36631286,9.698911
0.21787235,0.20590134,9.665392
0.36152446,0.12210429,9.588778
0.35913026,0.02633622,9.524135
0.32321724,0.019153614,9.617508
0.39504328,-0.093373865,9.61272
0.19871874,-0.047884032,9.679757
0.45968673,0.22266077,9.476251
0.22744916,-0.21787235,9.758766
0.18435353,-0.22984336,9.768343
0.25617957,0.12449849,9.564836
0.3184288,-0.24660277,9.473856
0.29688102,0.08140286,9.531317
0.36631286,0.031124622,9.557653
0.34955344,0.10295067,9.579201
0.21787235,0.033518825,9.555259
0.38067806,0.050278235,9.572019
0.2777274,0.15801731,9.636662
0.2873042,-0.01436521,9.77792
0.36391866,-0.07182605,9.629479
0.2633622,0.10295067,9.55047
0.33997664,0.06943185,9.397242
0.34955344,0.062249243,9.7084875
0.2873042,0.16998832,9.8042555
0.16759412,0.045489833,9.737218
0.16759412,-0.04070143,9.411607
0.36391866,0.10055647,9.507375
0.35194764,0.023942016,9.524135
0.2753332,0.18435353,9.677363
0.39743748,0.11731588,9.545682
0.4309563,0.1604115,9.583989
0.36631286,0.17238252,9.600749
0.20829555,0.107739076,9.77792
0.23223756,0.24899697,9.722853
0.24899697,0.19632454,9.593566
0.38067806,-0.24420857,9.449914
0.25139117,-0.10295067,9.64145
0.4405331,0.088585466,9.466674
0.2705448,0.3184288,9.533711
0.35194764,0.11971009,9.7803135
0.2633622,0.25617957,9.627085
0.22744916,0.090979666,9.610326
0.2705448,-0.019153614,9.763555
0.25857377,0.0047884034,9.598354
0.37349546,0.1604115,9.603143
0.2896984,0.06464344,9.660604
0.33518824,-0.20590134,9.605537
0.20350714,0.093373865,9.605537
0.30645782,0.009576807,9.574412
0.25857377,0.031124622,9.674969
0.25617957,-0.055066638,9.607931
0.260968,-0.16280572,9.67018
0.33039984,-0.08619126,9.485827
0.22984336,-0.11252748,9.639056
0.23223756,-0.34476504,9.679757
0.3184288,-0.22744916,9.514558
0.31603462,-0.1316811,9.615114
0.34476504,-0.10295067,9.562442
0.28491,0.05267244,9.56723
0.2753332,0.074220255,9.749189
0.272939,-0.047884032,9.600749
0.33039984,-0.050278235,9.5385
0.2705448,-0.16759412,9.636662
0.25617957,-0.23702596,9.586384
0.33758244,-0.1316811,9.56723
0.2777274,-0.20350714,9.583989
0.19153613,0.02873042,9.710882
0.33758244,-0.1340753,9.78989
0.37110126,0.059855044,9.483433
0.28491,0.35194764,9.629479
0.10534488,0.33758244,10.163386
0.28491,-0.7158663,9.531317
0.81163436,-1.2234371,8.949526
0.32561144,-1.4532804,9.270349
0.8355764,-2.3654714,8.444349
0.62488663,0.79726917,10.472239
-0.18195933,2.8179753,10.168175
0.9576807,2.3343468,9.339781
0.6536171,2.042254,9.548077
0.7086837,0.19871874,9.385271
0.7110779,-0.038307227,9.481039
1.0271125,0.4429273,9.349358
0.8858546,0.095768064,9.423578
0.11731588,0.19393034,9.94312
0.49081135,0.02633622,9.643845
0.5506664,0.7062895,9.275137
0.30406362,1.0295067,9.698911
0.3184288,0.878672,9.849746
0.35913026,0.91697925,9.706094
0.5291186,0.8283938,9.452309
0.62488663,1.1659763,9.428367
0.47884035,1.1587936,9.667787
0.320823,1.1492168,9.7324295
0.59615624,0.38307226,9.339781
0.35673606,0.46447513,9.64145
0.5506664,0.6392518,9.581595
0.6943185,1.1109096,9.514558
0.3878607,1.2186487,9.648633
0.4237737,0.8403648,9.205706
0.49081135,1.1180922,9.758766
0.088585466,1.9440918,9.787497
0.39504328,1.7812861,9.691729
0.46447513,1.3575124,9.540894
0.6919243,1.0127473,9.428367
0.78290397,1.0534488,9.210494
0.7182605,1.1180922,9.423578
0.60812724,1.2473791,9.646238
0.62728083,1.30484,9.61272
0.5554548,1.3575124,9.579201
0.581791,1.3000516,9.437943
0.44771573,1.1707647,9.461885
0.51954174,0.9648633,9.665392
0.4405331,1.1300632,9.6845455
0.5243302,1.4676456,9.442732
0.6392518,1.1252748,9.3661175
0.4165911,1.0151415,9.627085
0.521936,1.5634137,9.607931
0.51475334,1.5107412,9.461885
0.34955344,1.0271125,9.617508
0.47405192,1.0366893,9.744401
0.35194764,1.8148049,9.792285
0.9744401,2.0111294,10.512939
0.6536171,2.4396915,9.088389
0.6655881,2.44448,9.562442
0.21787235,1.6448165,9.722853
0.50996494,0.035913024,9.3421755
0.46686932,0.15562311,9.64145
0.047884032,-1.30484,9.591172
0.16998832,-1.4867992,9.485827
-0.019153614,-1.1994951,9.31105
0.80924016,-0.91458505,8.916007
0.80684596,-0.5554548,9.109938
0.4189853,0.076614454,9.871294
0.33039984,0.45010993,10.0748005
0.30645782,1.2856863,9.737218
0.35673606,0.63206923,9.557653
0.4405331,-0.1340753,9.555259
0.29209262,0.16998832,9.61272
0.22744916,0.49559975,9.744401
0.44771573,-0.4333505,9.473856
0.4381389,-0.1436521,9.471462
0.5363012,0.24181437,9.679757
0.2705448,-0.11731588,9.703699
0.24181437,-0.23942018,9.818622
0.33039984,-0.34715924,9.840169
0.15562311,0.045489833,9.907207
0.24899697,0.02873042,10.747571
0.59855044,-0.21547815,9.0237465
0.93613285,0.31603462,8.058883
0.58418524,0.023942016,10.374076
-0.1436521,-0.7134721,10.103531
0.6751649,-0.24899697,9.411607
0.15322891,0.5291186,9.639056
0.16519992,0.016759412,9.746795
0.33758244,0.18195933,9.409213
0.22984336,-0.0047884034,9.7803135
0.059855044,0.39264908,10.072407
0.2777274,0.10295067,9.524135
0.45968673,-0.60333884,9.56723
0.4381389,0.19871874,9.579201
0.20111294,-0.62967503,9.595961
0.23223756,-0.641646,9.876082
0.20111294,-0.37588966,9.854534
0.29927522,-0.15562311,9.354146
0.6631939,0.58418524,9.315839
-0.016759412,0.7374141,10.5440645
0.49081135,-0.038307227,9.667787
0.29448682,0.11492168,8.8777
0.4285621,0.21787235,8.779537
0.7541735,-0.21308395,9.167398
0.50038815,-0.11971009,10.453085
-0.21547815,-0.51235914,10.21127
0.5530606,-0.15562311,9.555259
0.107739076,-0.18435353,9.765948
0.18674773,0.011971008,9.768343
0.30406362,-0.088585466,9.524135
0.23942018,-0.16759412,9.56723
0.48123455,-0.23223756,9.483433
0.35434186,0.033518825,9.646238
0.29209262,-0.24660277,9.876082
0.22505496,-0.35673606,9.77792
0.23223756,-0.32800564,10.010158
0.1436521,-0.46447513,9.615114
0.46686932,-0.4141969,9.31105
0.30645782,-0.45010993,9.519346
0.40701428,-0.59615624,9.6845455
0.30166942,-0.44532153,9.691729
0.32561144,-0.30166942,9.734824
0.2705448,-0.50038815,9.504981
0.45250413,-0.2681506,9.483433
0.24899697,-0.35913026,9.751583
0.22266077,-0.4141969,9.727641
0.32561144,-0.36152446,9.471462
0.34237084,-0.272939,9.545682
0.36870706,-0.5602432,9.698911
0.3184288,-0.59136784,9.543288
0.41180268,-0.47165772,9.43076
0.32800564,-0.4405331,9.598354
0.29688102,-0.5674258,9.701305
0.30645782,-0.4405331,9.421184
0.32321724,-0.38307226,9.662998
0.25139117,-0.5243302,9.770737
0.34476504,-0.4261679,9.720459
0.3854665,-0.48362875,9.552865
0.37828386,-0.37110126,9.552865
0.33279404,-0.557849,9.6845455
0.45489833,-0.40462008,9.44752
0.29209262,-0.47644615,9.504981
0.18435353,-1.2569559,9.483433
0.19153613,-1.103727,9.801862
0.02873042,-0.79248077,9.797073
0.260968,-0.6560113,9.519346
-0.47165772,0.088585466,9.528923
0.8451532,-0.25617957,9.531317
0.6967127,-0.10534488,9.227253
0.58657944,0.641646,9.289502
0.7182605,0.878672,8.978256
0.7565677,0.80445176,10.036493
-0.23942018,1.6591818,10.314221
0.062249243,1.4101849,10.084377
0.079008654,0.90500826,9.588778
0.35434186,0.39504328,9.416395
0.34476504,0.088585466,9.677363
0.2873042,-0.2657564,9.730036
0.260968,-0.2705448,9.603143
0.34476504,-0.34476504,9.476251
0.40222588,-0.6560113,9.442732
0.35673606,-0.7781156,9.514558
0.3184288,-0.89064306,9.440337
